practice_code,practice_name
E87048,ROSARY GARDEN SURGERY
E87052,CROMPTON MEDICAL CENTRE
E87061,THE PEMBRIDGE VILLAS SURGERY
E87063,KINGS ROAD MEDICAL CENTRE
E87065,THE NOTTING HILL MEDICAL CENTRE
E87066,FITZROVIA MEDICAL CENTRE
E87067,COLVILLE HEALTH CENTRE
E87069,SOHO CENTRE FOR HEALTH AND CARE
E87070,CRAWFORD STREET SURGERY
E87609,ST JOHNS WOOD MEDICAL PRACTICE
E87637,GRAND UNION HEALTH CENTRE
E87648,MAYFAIR MEDICAL CENTRE
E87663,THIRD FLOOR LANARK ROAD MEDICAL CENTRE
E87665,THE CHELSEA PRACTICE
E87677,IMPERIAL COLLEGE HEALTH CENTRE
E87681,NEWTON MEDICAL CENTRE
E87701,THE ABINGDON HEALTH CENTRE
E87702,THE SURGERY
E87706,THE FORELAND MEDICAL CENTRE
E87711,ROYAL HOSPITAL CHELSEA
E87714,SOHO SQUARE GENERAL PRACTICE
E87715,SCARSDALE MEDICAL CENTRE
E87720,KENSINGTON PARK MEDICAL CENTRE
E87722,LANCASTER GATE MEDICAL CENTRE
E87733,THE EXMOOR SURGERY
E87737,MARYLEBONE HEALTH CENTRE
E87738,KNIGHTSBRIDGE MEDICAL CENTRE
E87739,MILLBANK MEDICAL CENTRE
E87740,THE DR HICKEY SURGERY FOR THE HOMELESS
E87741,WOODFIELD ROAD MEDICAL CENTRE
E87742,THE GOLBORNE MEDICAL CENTRE
E87745,CAVENDISH HEALTH CENTRE
E87746,BROMPTON MEDICAL CENTRE
E87750,EARLS COURT SURGERY
E87751,SRIKRISHNAMURTHY HARROW ROAD SURGERY
E87753,BELGRAVE MEDICAL CENTRE
E87754,WELLINGTON HEALTH CENTRE
E87755,QUEENS PARK HEALTH CENTRE
E87756,GROUND FLOOR LANARK MEDICAL CENTRE
E87762,THE GOOD PRACTICE
E87768,KINGS COLLEGE HEALTH CENTRE
E87772,GREAT CHAPEL STREET MEDICAL CENTRE
F81001,DR KHAN & PARTNERS
F81003,DR F KHAN CARNAVON ROAD SURGERY
F81004,THE EDEN SURGERIES
F81006,CLAYHILL MEDICAL PRACTICE
F81007,"DR PUZEY,DR KOTHARI AND DR NANDA"
F81009,THE GOLD STREET SURGERY
F81010,AVELEY MEDICAL CENTRE
F81011,KELVEDON & FEERING HEALTH CENTRE
F81012,WEST MERSEA SURGERY
F81013,WESTERN ROAD SURGERY
F81014,CHURCH LANE SURGERY
F81015,CROCUS MEDICAL PRACTICE
F81017,WALTON MEDICAL CENTRE
F81019,MAYFLOWER MEDICAL CENTRE
F81020,THE FRESHFORD PRACTICE
F81021,GREAT BENTLEY SURGERY
F81022,LONGFIELD MEDICAL CENTRE
F81023,BEECHWOOD SURGERY
F81025,DR GC CHAJED'S PRACTICE
F81026,CARADOC SURGERY
F81027,LISTER MEDICAL CENTRE
F81028,WIVENHOE SURGERY
F81029,THE KNARES MEDICAL PRACTICE
F81030,FERN HOUSE SURGERY
F81031,MURREE MEDICAL GROUP
F81032,P A PATEL SURGERY
F81034,NEWPORT SURGERY
F81036,ROBERT FREW MEDICAL CENTRE
F81037,EAST LYNNE MEDICAL CENTRE
F81038,TILE HOUSE SURGERY
F81040,STOCK SURGERY
F81041,LONDON ROAD SURGERY
F81042,COLCHESTER MEDICAL PRACTICE
F81043,THE LIMES MEDICAL CENTRE
F81044,THE ARDLEIGH SURGERY
F81045,THE NEW SURGERY
F81046,DR KRISHNAN & PTNR - KENT ELMS HC
F81047,THE HAMILTON PRACTICE
F81048,LOUGHTON HEALTH CENTRE
F81049,ONGAR HEALTH CENTRE
F81051,THIRD AVENUE HEALTH CENTRE
F81052,ST.JAMES SURGERY
F81053,PEACOCK SURGERY
F81055,MOUNT AVENUE SURGERY
F81056,OLD HARLOW HEALTH CENTRE
F81057,WHITLEY HOUSE SURGERY
F81060,AEGIS MEDICAL CENTRE
F81061,CONNER & PARTNERS
F81062,CHIGWELL MEDICAL CENTRE
F81065,WILLIAM HARVEY SURGERY
F81066,THE GREENSWARD SURGERY
F81067,AMBROSE AVENUE GROUP PRACTICE
F81068,THE ELIZABETH COURTAULD SURGERY
F81069,WINSTREE MEDICAL PRACTICE
F81071,RIVERMEAD GATE MED.CTR.
F81072,"HIGH STREET SURGERY, EPPING"
F81075,THE HOLLIES
F81076,THE TOLLESBURY PRACTICE
F81078,CHURCH LANGLEY MEDICAL PRACTICE
F81080,THE BILLERICAY MEDICAL PRACTICE
F81081,THE QUEENSWAY SURGERY
F81082,THE RIGG-MILNER MEDICAL CENTRE
F81083,BEAUCHAMP HOUSE
F81085,"DR A NAEEM & PARTNERS,THE NEW SURGERY"
F81086,CENTRAL SURGERY - SOUTHCHURCH BLVD
F81087,MOUNT CHAMBERS MEDICAL PRACTICE
F81088,SOUTHEND ROAD SURGERY
F81089,WAKERING MEDICAL CTR.
F81090,ANGEL LANE SURGERY
F81091,EAST HILL SURGERY
F81092,DR SOORIAKUMARAN
F81095,ABBEY FIELD MEDICAL CENTRE
F81096,OAKLANDS SURGERY
F81097,THE VALKYRIE SURGERY
F81098,THE WRITTLE SURGERY
F81099,BLACKWATER MEDICAL CENTRE
F81100,BEACON HEALTH GROUP-DANBURY MEDICAL CTR
F81101,ESSEX WAY SURGERY
F81102,ROCKLEIGH COURT SURGERY
F81104,CHAPEL STREET SURGERY
F81105,LITTLE WALTHAM & GT NOTLEY SURGERY
F81106,THE ROSS PRACTICE
F81108,LAINDON MEDICAL GROUP
F81110,TILBURY HEALTH CENTRE
F81112,HIGHLANDS SURGERY
F81113,CHAFFORD HUNDRED MEDICAL CENTRE
F81114,BADDOW VILLAGE SURGERY
F81115,CREFFIELD MEDICAL GROUP
F81116,COLNE MEDICAL CENTRE
F81117,SUTHERLAND LODGE SURGERY
F81118,JOHN TASKER HOUSE SURGERY
F81119,THE PUMP HOUSE SURGERY
F81120,NUFFIELD HOUSE HEALTH CENTRE
F81121,SOUTHEND COASTAL SURGERIES - THORPE BAY
F81122,CHELMER MEDICAL PARTNERSHIP
F81123,AUDLEY MILLS SURGERY
F81125,CHURCH VIEW SURGERY
F81126,BURNHAM SURGERY
F81128,EASTWOOD GROUP PRACTICE
F81130,WILLIAM FISHER MED.CTR.
F81131,THAXTED SURGERY
F81132,BLANDFORD MEDICAL CENTRE
F81133,TIPTREE MEDICAL CENTRE
F81134,PEARTREE SURGERY & WEST HORNDON SURGERY
F81136,THE LOUGHTON SURGERY
F81137,ORSETT SURGERY
F81141,ROWHEDGE SURGERY
F81142,ST GEORGES MEDICAL PRACTICE
F81144,THE PALL MALL SURGERY
F81147,DR NAVIN KUMAR
F81149,THE LAURELS SURGERY
F81150,BALLARDS WALK SURGERY
F81152,FOREST PRACTICE
F81153,HASSENGATE MEDICAL CENTRE
F81155,BALFOUR MEDICAL CENTRE
F81156,RANWORTH SURGERY
F81158,DR NASAH & PARTNERS
F81159,SOUTHEND MEDICAL CENTRE
F81163,THE NEW FOLLY SURGERY
F81164,WEST ROAD SURGERY
F81165,PALMERSTON ROAD SURGERY
F81169,KINGS MEDICAL CENTRE
F81170,KINGSWAY SURGERY
F81173,DOUGLAS GROVE SURGERY
F81176,NORTH AVENUE SURGERY
F81177,NEERA MEDICAL CENTRE
F81181,ADDISON HOUSE - HAQUE PRACTICE
F81183,THE DENGIE MEDICAL PARTNERSHIP
F81184,ABRIDGE SURGERY
F81186,FELMORES MEDICAL CENTRE
F81192,STIFFORD CLAYS MEDICAL CENTRE
F81193,WITHAM HEALTH CENTRE
F81197,SANCTA MARIA MEDICAL CENTRE
F81198,HORNDON-ON-THE-HILL SURGERY
F81205,GHAURI PRACTICE
F81206,COMMONWEALTH HEALTH CENTRE
F81207,WESTCLIFF MEDICAL CENTRE
F81211,DR YADAVA N PRACTICE
F81212,OLD ROAD SURGERY
F81213,THORPE SURGERY
F81215,DEAL TREE HEALTH CENTRE
F81216,THE RIVER SURGERY
F81219,DELL MEDICAL CENTRE
F81221,FRONKS RD FAMILY SURGERY
F81222,QUEENS PARK SURGERY
F81223,DR MALIK - KENT ELMS HC
F81606,HAREWOOD SURGERY
F81613,DR KUMAR & PTNR - SHOEBURY HC
F81618,HIGH ROAD FAMILY DOCTORS
F81619,SYDENHAM HOUSE SURGERY
F81623,KADIM PRIMECARE MEDICAL CENTRE
F81632,DR YASIN SA PRACTICE
F81633,LAWFORD SURGERY
F81635,COLLINGWOOD ROAD SURGERY
F81636,MILL ROAD SURGERY
F81640,ARYAN MEDICAL CENTRE
F81641,MILTON ROAD AND THE GRAYS SURGERY
F81645,ROSE VILLA SURGERY
F81649,DR PALACIN
F81652,MEDIC HOUSE
F81656,WARRIOR SQUARE SURGERY
F81665,CHELMER VILLAGE SURGERY
F81666,DR SHARMA & PARTNERS
F81669,DERRY COURT MEDICAL PRACTICE
F81674,GREENWOOD AND WYNCROFT SURGERY
F81675,THE PRACTICE LEECON WAY
F81679,HIGHWOODS SURGERY
F81681,CLACTON COMMUNITY PRACTICES
F81683,BLYTH'S MEADOW SURGERY
F81690,ASHINGDON MEDICAL CENTRE
F81696,THE LEIGH SURGERY
F81697,DR DEVARAJA VC PRACTICE
F81700,CANVEY VILLAGE SURGERY
F81704,DOWNHALL PARK SURGERY
F81707,FRYERNS MEDICAL CENTRE
F81708,SAI MEDICAL CENTRE
F81711,KNIGHTS SURGERY
F81713,BENFLEET SURGERY
F81716,TOLLGATE HEALTH CENTRE
F81725,MAYNARD COURT SURGERY
F81729,MATCHING GREEN SURGERY
F81730,THE COGGESHALL SURGERY
F81732,SWANWOOD PARTNERSHIP
F81737,THE HIGHWOOD SURGERY
F81739,THE ISLAND SURGERY
F81740,THE COMMUNITY PRACTICE
F81741,NORTH CLACTON MEDICAL PRACTICE
F81744,SCOTT PARK SURGERY
F81746,BLUEBELL SURGERY
F81749,MARKET SQUARE SURGERY
F81751,THE TRINITY MEDICAL PRACTICE
F81757,THE RIVERSIDE HEALTH CTR
F82001,HALBUTT STREET SURGERY
F82002,HAIDERIAN MEDICAL CENTRE
F82003,FIRST AVENUE SURGERY
F82005,DR M GOYAL'S PRACTICE
F82006,CRANHAM VILLAGE SURGERY
F82007,THE GREEN WOOD PRACTICE
F82008,MAYLANDS HEALTHCARE
F82009,NORTH STREET MEDICAL CARE
F82010,PETERSFIELD SURGERY
F82011,ST EDWARDS MEDICAL CENTRE
F82013,WESTERN ROAD MEDICAL CENTRE
F82014,THE SAHEECHA'S PRACTICES
F82015,HEDGEMANS MEDICAL CENTRE
F82016,CENTRAL PARK SURGERY
F82017,ST ALBANS SURGERY
F82018,BARKING MEDICAL GROUP PRACTICE
F82019,THE UPSTAIRS SURGERY
F82021,THE NEW MEDICAL CENTRE
F82022,THE ROSEWOOD MEDICAL CENTRE
F82023,HIGH STREET SURGERY
F82025,DR BK JAISWAL'S PRACTICE
F82027,DR P PRASAD'S PRACTICE
F82028,WOOD LANE SURGERY
F82030,LYNWOOD MEDICAL CENTRE
F82031,THE COLLEGE PRACTICE
F82033,DR VM PATEL
F82034,VICTORIA & FIVE ELMS MEDICAL CENTRE
F82038,DR SZ HAIDER'S PRACTICE
F82039,EASTBROOK SURGERY
F82040,JOHN SMITH MEDICAL CENTRE
F82042,AURORA MEDCARE
F82045,CHOWDHURY
F82051,LABURNUM HEALTH CENTRE
F82055,HORNCHURCH HEALTHCARE
F82604,MARKS GATE HEALTH CENTRE
F82607,SOUTH HORNCHURCH MEDICAL PRACTICE
F82609,SUTTONS AVENUE SURGERY
F82610,DR GUPTA
F82612,THE WHITE HOUSE SURGERY
F82619,HARLOW ROAD SURGERY
F82624,ST GEORGES COUNTRY PARK SURGERY
F82625,ABBEY MEDICAL CENTRE
F82627,RAINHAM HEALTH CENTRE
F82630,CHASE CROSS MEDICAL CENTRE
F82634,HEATHWAY MEDICAL CENTRE
F82638,MODERN MEDICAL CENTRE
F82642,GABLES SURGERY
F82647,SALISBURY AVENUE SURGERY
F82648,INGREBOURNE MEDICAL CENTRE
F82649,BERWICK SURGERY
F82650,DR AA ANSARI'S PRACTICE
F82660,TULASI MEDICAL CENTRE
F82661,GREEN LANE SURGERY
F82663,DR MARKS PRACTICE
F82670,ABBAMOOR SURGERY
F82671,STRAIGHT ROAD SURGERY
F82674,CRANHAM HEALTH CENTRE
F82675,BILLET LANE MEDICAL PRACTICE
F82677,BECONTREE MEDICAL CENTRE
F82678,DR KM ALKAISY PRACTICE
F82679,DR DP SHAH'S PRACTICE
F82680,HIGHGROVE SURGERY
F82686,ASHTON GARDENS SURGERY
F83002,RIVER PLACE HEALTH CENTRE
F83003,PARK END SURGERY
F83004,ARCHWAY MEDICAL CENTRE
F83005,GOWER STREET PRACTICE
F83006,AMPTHILL & REGENTS PARK PRACTICE
F83007,ROMAN WAY MEDICAL CENTRE
F83008,THE GOODINGE GROUP PRACTICE
F83010,ISLINGTON CENTRAL MEDICAL CENTRE
F83011,PRIMROSE HILL SURGERY
F83012,ELIZABETH AVENUE GROUP PRACTICE
F83015,ST JOHNS WAY MEDICAL CENTRE
F83017,HAMPSTEAD GROUP PRACTICE
F83018,PRINCE OF WALES GROUP SURGERY
F83019,ABBEY MEDICAL CENTRE
F83020,ADELAIDE MEDICAL CENTRE
F83021,RITCHIE STREET GROUP PRACTICE
F83022,CAVERSHAM GROUP PRACTICE
F83023,JAMES WIGG PRACTICE
F83032,ST PETER'S STREET MEDICAL PRACTICE
F83033,BARNSBURY MEDICAL PRACTICE
F83034,NEW NORTH HEALTH CENTRE
F83039,THE RISE GROUP PRACTICE
F83042,GRAY'S INN MEDICAL GROUP CHANCERY LANE
F83043,RIDGMOUNT PRACTICE
F83044,THE BLOOMSBURY SURGERY
F83045,THE MILLER PRACTICE
F83048,BRUNSWICK MEDICAL CENTRE UHPC
F83050,GRAY'S INN MEDICAL GROUP WEST HAMPSTEAD
F83052,BROOKFIELD PARK SURGERY
F83053,MILDMAY MEDICAL PRACTICE
F83055,WEST HAMPSTEAD MEDICAL CENTRE
F83056,THE MITCHISON ROAD SURGERY
F83057,PARLIAMENT HILL SURGERY
F83058,HOLBORN MEDICAL CENTRE
F83059,BRONDESBURY MEDICAL CENTRE
F83060,THE NORTHERN MEDICAL CENTRE
F83061,MUSEUM PRACTICE
F83063,KILLICK STREET HEALTH CENTRE
F83064,CITY ROAD MEDICAL CENTRE
F83615,CHOLMLEY GARDENS SURGERY
F83623,KEATS GROUP PRACTICE
F83624,CLERKENWELL MEDICAL PRACTICE
F83632,QUEENS CRESCENT PRACTICE
F83633,GRAY'S INN MEDICAL GROUP HAMPSTEAD
F83635,KINGS CROSS SURGERY
F83652,AMWELL GROUP PRACTICE
F83658,BELSIZE PRIORY MEDICAL PRACTICE (GROUP)
F83660,HIGHBURY GRANGE MEDICAL PRACTICE
F83664,THE VILLAGE PRACTICE
F83665,SWISS COTTAGE SURGERY
F83666,ANDOVER MEDICAL CENTRE
F83671,THE BEAUMONT PRACTICE
F83672,ST PHILIPS MEDICAL CENTRE
F83673,THE MEDICAL CENTRE
F83674,THE JUNCTION MEDICAL PRACTICE
F83678,DR SEGARAJASINGHE
F83680,SOBELL MEDICAL CENTRE
F83681,PARTNERSHIP PRIMARY CARE CENTRE
F83683,SOMERS TOWN MEDICAL CENTRE
F83686,STROUD GREEN MEDICAL CENTRE
F84003,LOWER CLAPTON GENERAL PRACTICE
F84004,MARKET STREET HEALTH GROUP
F84006,SHREWSBURY ROAD SURGERY
F84008,BARTON HOUSE GROUP PRACTICE
F84009,STRATFORD VILLAGE SURGERY
F84010,ASPIRE MEDICAL CENTRE
F84012,ALBION HEALTH CENTRE
F84013,STAMFORD HILL GROUP PRACTICE
F84014,UPTON LANE MEDICAL CENTRE
F84015,KINGSMEAD HEALTHCARE
F84016,THE MISSION PRACTICE
F84017,STAR LANE MEDICAL CENTRE
F84018,THE NIGHTINGALE PRACTICE
F84021,LONDON FIELDS MEDICAL CENTRE
F84022,STRATFORD HEALTH CENTRE
F84025,GOUGH WALK PRACTICE
F84030,RUSTON STREET CLINIC
F84031,THE JUBILEE STREET PRACTICE LTD
F84033,SOMERFORD GROVE PRACTICE
F84034,ST.STEPHENS HEALTH CENTRE
F84035,RICHMOND ROAD MEDICAL CENTRE
F84036,THE CEDAR PRACTICE
F84038,BEECHWOOD MEDICAL CENTRE
F84039,GOODMAN'S FIELD HEALTH CENTRE
F84044,HARLEY GROVE MEDICAL CTR.
F84047,CUSTOM HOUSE SURGERY
F84050,BOLEYN MEDICAL CENTRE
F84051,STROUTS PLACE MEDICAL CENTRE
F84052,ESSEX LODGE
F84053,GREENGATE MEDICAL CENTRE
F84054,THE LIMEHOUSE PRACTICE
F84055,THE GROVE ROAD SURGERY
F84060,ATHENA MEDICAL CENTRE
F84062,THE CHRISP STREET HTH CTR
F84063,DALSTON PRACTICE
F84069,WELL STREET SURGERY
F84070,LATHOM ROAD MEDICAL CENTRE
F84072,DE BEAUVOIR SURGERY
F84074,WORDSWORTH HEALTH CENTRE
F84077,NEWHAM VICARAGE PRACTICE
F84079,THE WAPPING GROUP PRACTICE
F84080,FOUNTAYNE ROAD MEDICAL PRACTICE
F84081,THE SPITALFIELDS PRACTICE
F84083,BETHNAL GREEN HEALTH CTR.
F84086,THE FOREST PRACTICE
F84087,HARFORD HEALTH CENTRE
F84088,PLASHET ROAD MEDICAL CENTRE
F84092,GLEN ROAD MEDICAL CENTRE
F84093,TOLLGATE MEDICAL CENTRE
F84096,THE LAWSON PRACTICE
F84097,CLAREMONT CLINIC
F84105,THE LEA SURGERY
F84111,ABBEY ROAD MEDICAL PRACTICE
F84114,CITY SQUARE MEDICAL GROUP
F84115,THE STATHAM GROVE SURGERY
F84117,QUEENSBRIDGE GROUP PRACTICE
F84118,WELLINGTON WAY HEALTH CENTRE
F84119,THE HERON PRACTICE
F84121,E12 HEALTH
F84122,XX PLACE HEALTH CENTRE
F84123,SUTTONS WHARF HEALTH CENTRE
F84124,THE PROJECT SURGERY
F84601,ELSDALE STREET SURGERY
F84619,THE RIVERSIDE PRACTICE
F84620,THE WICK HEALTH CENTRE
F84621,SANDRINGHAM PRACTICE
F84632,THE GREENHOUSE WALK-IN
F84635,SHOREDITCH PARK SURGERY
F84636,THE SURGERY (BARRETTS GROVE)
F84640,THE NEAMAN PRACTICE
F84641,BIRCHDALE ROAD MEDICAL CENTRE
F84642,LUCAS AVENUE PRACTICE
F84647,ROSERTON STREET SURGERY
F84656,DOCKLANDS MEDICAL CENTRE
F84658,SANGAM PRACTICE
F84660,DR CM PATEL'S SURGERY
F84666,THE RUIZ MEDICAL PRACTICE
F84668,THE CLAPTON SURGERY
F84669,CENTRAL PARK SURGERY
F84670,WESTBURY ROAD MEDICAL PRACTICE
F84672,FIRST 4 HEALTH GROUP - E7 HEALTH
F84677,EAST END MEDICAL CENTRE
F84681,BALAAM STREET PRACTICE
F84686,THE SURGERY (CRANWICH ROAD)
F84692,THE HOXTON SURGERY
F84694,THE SURGERY (BROOKE ROAD)
F84696,TREDEGAR PRACTICE
F84698,ABERFELDY PRACTICE
F84710,ISLAND HEALTH
F84716,THE ALLERTON ROAD SURGERY
F84717,ROYAL DOCKS MEDICAL PRACTICE
F84718,THE BLITHEHALE MED.CTR.
F84719,LATIMER HEALTH CENTRE
F84720,HEALY MEDICAL CENTRE
F84724,WOODGRANGE MEDICAL PRACTICE
F84729,THE MANOR PARK PRACTICE
F84730,THE VICARAGE LANE SURGERY
F84731,ST. KATHERINE'S DOCK PRACTICE
F84733,HEALTH E1
F84735,THE AZAD PRACTICE
F84737,NEWHAM GP CO-OPERATIVE OOH
F84739,E12 MEDICAL CENTRE
F84740,NEWHAM TRANSITIONAL PRACTICE
F84741,PLASHET HARMONY PRACTICE
F84744,TOWER HAMLETS SERVICE OOH
F84747,THE BARKANTINE PRACTICE
F84749,CARPENTERS PRACTICE
F84750,COMMUNITY DERMATOLOGY CLINIC
F85002,MEDICUS HEALTH PARTNERS
F85004,EAGLE HOUSE SURGERY
F85007,LAWRENCE HOUSE SURGERY
F85008,STAUNTON GROUP PRACTICE
F85010,KEATS SURGERY
F85013,TYNEMOUTH MEDICAL PRACTICE
F85014,HIGHGATE GROUP PRACTICE
F85016,COCKFOSTERS MEDICAL CTRE
F85017,CHARLTON HOUSE MEDICAL CENTRE
F85019,MORRIS HOUSE GROUP PRACTICE
F85020,THE WOODBERRY PRACTICE
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH
F85025,WHITE LODGE MEDICAL PRACTICE
F85028,BRUCE GROVE PRIMARY HEALTH CARE CTR
F85029,ABERNETHY HOUSE SURGERY
F85030,SOMERSET GARDENS FAMILY HEALTH CENTRE
F85031,WESTBURY MEDICAL CENTRE
F85032,SOUTHGATE
F85033,WINCHMORE HILL PRACTICE
F85034,ARCADIAN GARDENS SURGERY
F85035,HIGHLANDS PRACTICE
F85039,RAINBOW PRACTICE
F85044,BOUNCES ROAD SURGERY LTD
F85046,HORNSEY PARK SURGERY
F85058,NIGHTINGALE HOUSE SURGERY
F85060,HAVERGAL SURGERY
F85061,CHRISTCHURCH HALL SURGERY
F85063,THE MUSWELL HILL PRACTICE
F85064,HIGH ROAD SURGERY (STUART CRESCENT HC)
F85065,STUART CRESCENT MEDICAL PRACTICE
F85066,BOUNDS GREEN GROUP PRACTICE
F85067,THE 157 MEDICAL PRACTICE
F85069,CROUCH HALL ROAD SURGERY
F85071,FERNLEA SURGERY
F85072,GROVELANDS MEDICAL CENTRE
F85615,TOTTENHAM HEALTH CENTRE
F85623,GROVE ROAD SURGERY
F85625,BINCOTE SURGERY
F85628,"WELBOURNE GP SURGERY, WELBOURNE H C"
F85634,EAST ENFIELD MEDICAL CENTRE
F85640,CHESHIRE ROAD SURGERY
F85642,THE NORTH LONDON HEALTH CENTRE
F85650,MORECAMBE SURGERY
F85663,LATYMER ROAD SURGERY
F85666,DR ME SILVER'S PRACTICE
F85669,WEST GREEN SURGERY
F85675,THE ALEXANDRA SURGERY
F85676,BOUNDARY HOUSE SURGERY
F85678,THE TOWN SURGERY LTD
F85682,CHALFONT SURGERY
F85687,OAKWOOD MEDICAL CENTRE
F85688,RUTLAND HOUSE SURGERY
F85697,THE OLD SURGERY
F85700,ARNOS GROVE MEDICAL CENTR
F85701,GILLAN HOUSE SURGERY
F85705,JS MEDICAL PRACTICE
F86001,THE FIRS
F86004,HANDSWORTH MEDICAL PRACTICE
F86005,THE PENRHYN SURGERY
F86006,SEYMOUR MEDICAL CENTRE
F86007,THE FOREST EDGE PRACTICE
F86008,GANTS HILL MED CTR & THE REDBRIDGE SURG
F86009,THE PALMS MEDICAL CENTRE
F86010,FULLWELL CROSS MED. CTR.
F86011,THE MANOR PRACTICE
F86012,RYDAL
F86013,THE BROADWAY SURGERY
F86018,THE ECCLESBOURNE PRACTICE
F86020,GLEBELANDS PRACTICE
F86022,ILFORD MEDICAL CENTRE
F86023,THE EVERGREEN SURGERY
F86025,OAK TREE MEDICAL CENTRE
F86026,THE FOREST SURGERY
F86028,CHADWELL HEATH SURGERY
F86030,QUEENS ROAD MEDICAL CENTRE
F86032,WANSTEAD PLACE SURGERY
F86034,"GREEN LANE, GOODMAYES MEDICAL PRACTICE"
F86036,THE ALLUM MEDICAL CENTRE
F86038,SMA MEDICAL PRACTICE
F86040,DR A ARIF
F86042,BALFOUR ROAD SURGERY
F86044,CRAWLEY ROAD MEDICAL CENTRE
F86045,HIGH ROAD SURGERY
F86057,THE WILLOWS PRACTICE
F86058,ST JAMES MEDICAL PRACTICE LIMITED
F86060,NEWBURY GROUP PRACTICE
F86062,GROVE SURGERY
F86064,THE ELMHURST PRACTICE
F86066,SOUTHDENE SURGERY
F86074,LEYTON HEALTHCARE 4TH FLOOR
F86078,THE RIDGEWAY SURGERY
F86081,KENWOOD MEDICAL
F86082,ILFORD LANE SURGERY
F86083,THE EASTERN AVENUE MEDICAL CENTRE
F86085,HAINAULT SURGERY
F86086,DR DHITAL PRACTICE
F86087,GOODMAYES MEDICAL CENTRE
F86088,THE LYNDHURST SURGERY
F86607,ADDISON ROAD MEDICAL PRACTICE
F86612,THE FULLWELL AVENUE SURGERY
F86616,THE OLD CHURCH SURGERY
F86621,DR MOHAMMED GREEN MAN MEDICAL CENTRE
F86624,THE HEATHCOTE PRIMARY CARE CENTRE
F86625,LL MEDICAL CARE LTD
F86626,DR SHANTIR PRACTICE
F86627,CHURCHILL MEDICAL CENTRE
F86637,SEVEN KINGS PRACTICE
F86638,THE MICROFACULTY
F86641,THE SHRUBBERIES MEDICAL CENTRE
F86644,WALTHAM FOREST COMM & FAM HTH SERV LTD
F86650,LIME TREE SURGERY
F86652,THE DRIVE SURGERY
F86657,YORK ROAD SURGERY
F86658,QUEEN MARY PRACTICE
F86664,LARKSHALL MEDICAL CENTRE
F86666,HARROW ROAD GP CENTRE
F86679,HIGHAM HILL MEDICAL CENTRE
F86689,THE BAILEY PRACTICE
F86691,CLAYHALL CLINIC
F86692,MATHUKIA'S SURGERY
F86696,FRANCIS ROAD MEDICAL CENTRE
F86698,CRANBROOK SURGERY
F86700,KINGS HEAD MEDICAL PRACTICE
F86701,KIYANI MEDICAL PRACTICE
F86702,ST CLEMENT'S SURGERY
F86705,LANGTHORNE SHARMA FAMILY PRACTICE
F86707,FENCE PIECE ROAD MEDICAL CENTRE
F86708,CLAREMONT MEDICAL CENTRE
F86712,HAMPTON MEDICAL CENTRE
F86731,ALDERSBROOK MEDICAL CENTRE
G81001,HOVE MEDICAL CENTRE
G81002,GROVE ROAD SURGERY
G81003,THE LIGHTHOUSE MEDICAL PRACTICE
G81004,DOWNLANDS MEDICAL CENTRE
G81006,ARDINGLY COURT SURGERY
G81008,STONE CROSS SURGERY
G81011,ST.PETER'S MEDICAL CENTRE
G81012,BRIDGESIDE SURGERY
G81014,CARDEN SURGERY
G81016,QUAYSIDE MEDICAL PRACTICE
G81017,SEASIDE MEDICAL CENTRE
G81018,PRESTON PARK SURGERY
G81019,BEACON SURGERY
G81021,FOUNDRY HEALTHCARE LEWES
G81022,SOVEREIGN PRACTICE
G81023,MARTINS OAK SURGERY
G81024,ASHDOWN FOREST HEALTH CENTRE
G81028,PARK CRESCENT HEALTH CENTRE
G81029,SEAFORD MEDICAL PRACTICE
G81030,WADHURST MEDICAL GROUP
G81031,THE HILL SURGERY
G81032,VICTORIA MEDICAL CENTRE
G81034,CHARTER MEDICAL CENTRE
G81036,WARMDENE SURGERY
G81037,THE MEADS SURGERY
G81038,STANFORD MEDICAL CENTRE
G81039,LITTLE COMMON SURGERY
G81040,WOODHILL SURGERY
G81041,SIDLEY MEDICAL PRACTICE
G81042,BEACONSFIELD MEDICAL PRACTICE
G81043,ROTHERFIELD SURGERY
G81044,MONTPELIER SURGERY
G81046,PORTSLADE HEALTH CENTRE
G81047,SEVEN DIALS MEDICAL CENTRE
G81048,CARISBROOKE SURGERY
G81049,MANOR PARK MEDICAL CENTRE
G81050,ARLINGTON ROAD SURGERY
G81051,RYE MEDICAL CENTRE
G81052,FAIRFIELD SURGERY
G81054,PAVILION SURGERY
G81055,SAXONBURY HOUSE SURGERY
G81057,SEDLESCOMBE & WESTFIELD SURGERIES
G81059,HAILSHAM MEDICAL GROUP
G81061,CHAPEL STREET SURGERY
G81065,WOODINGDEAN MEDICAL CENTRE
G81070,TRINITY MEDICAL CENTRE
G81071,UNIVERSITY OF SUSSEX HEALTH CENTRE
G81073,MILE OAK MEDICAL CENTRE
G81074,HIGH GLADES MEDICAL CENTRE
G81075,THE AVENUE SURGERY
G81076,SALTDEAN AND ROTTINGDEAN MED PRACTICE
G81077,COLLINGTON SURGERY
G81082,OLDWOOD SURGERY
G81083,WISH PARK SURGERY
G81085,FERRY ROAD HEALTH CENTRE
G81086,BIRD-IN-EYE SURGERY
